dataset,pair,virus,reference,n_differing_drivers,driver_positions_mature,distinct_blocks,n_replicate_rows,class
H3N2,A/California/7/2004 vs A/Perth/27/2007,A/California/7/2004,A/Perth/27/2007,1,193,1,1,clean-single-driver
H3N2,A/California/7/2004 vs A/Philippines/825/2003,A/California/7/2004,A/Philippines/825/2003,1,189,1,1,clean-single-driver
H3N2,A/California/7/2004 vs A/Santiago/7981/2006,A/California/7/2004,A/Santiago/7981/2006,1,193,1,5,clean-single-driver
H3N2,A/California/7/2004 vs A/Sendai/F131/2006,A/California/7/2004,A/Sendai/F131/2006,1,193,1,1,clean-single-driver
H3N2,A/California/7/2004 vs A/Singapore/36/2004,A/California/7/2004,A/Singapore/36/2004,1,157,1,2,clean-single-driver
H3N2,A/California/7/2004 vs A/Singapore/37/2006,A/California/7/2004,A/Singapore/37/2006,1,193,1,1,clean-single-driver
H3N2,A/California/7/2004 vs A/Texas/40/2003,A/California/7/2004,A/Texas/40/2003,1,189,1,1,clean-single-driver
H3N2,A/California/7/2004 vs A/Thailand/31/2007,A/California/7/2004,A/Thailand/31/2007,1,193,1,1,clean-single-driver
H3N2,A/California/7/2004 vs A/Tokyo/1035/2004,A/California/7/2004,A/Tokyo/1035/2004,1,193,1,2,clean-single-driver
H3N2,A/California/7/2004 vs A/Victoria/110/2004,A/California/7/2004,A/Victoria/110/2004,1,189,1,1,clean-single-driver
H3N2,A/California/7/2004 vs A/Victoria/503/2006,A/California/7/2004,A/Victoria/503/2006,1,193,1,1,clean-single-driver
H3N2,A/California/7/2004 vs A/Victoria/512/2005,A/California/7/2004,A/Victoria/512/2005,1,193,1,4,clean-single-driver
H3N2,A/California/7/2004 vs A/Victoria/513/2004,A/California/7/2004,A/Victoria/513/2004,1,193,1,1,clean-single-driver
H3N2,A/California/7/2004 vs A/Wellington/1/2004,A/California/7/2004,A/Wellington/1/2004,1,193,1,5,clean-single-driver
H3N2,A/California/7/2004 vs A/Wisconsin/19/2004,A/California/7/2004,A/Wisconsin/19/2004,1,278,1,2,clean-single-driver
H3N2,A/California/7/2004 vs A/Wisconsin/67/2005,A/California/7/2004,A/Wisconsin/67/2005,1,193,1,18,clean-single-driver
H3N2,A/California/7/2004 vs A/Wisconsin/67/2006,A/California/7/2004,A/Wisconsin/67/2006,1,193,1,1,clean-single-driver
H3N2,A/California/7/2004 vs A/Wisconsin/68/2005,A/California/7/2004,A/Wisconsin/68/2005,1,193,1,1,clean-single-driver
H3N2,A/California/7/2004 vs A/Wyoming/3/2003,A/California/7/2004,A/Wyoming/3/2003,1,189,1,11,clean-single-driver
H3N2,A/Canada/578/2004 vs A/Fujian/411/2002,A/Canada/578/2004,A/Fujian/411/2002,1,189,1,1,clean-single-driver
H3N2,A/Canada/578/2004 vs A/HongKong/1186/2003,A/Canada/578/2004,A/HongKong/1186/2003,1,193,1,1,clean-single-driver
H3N2,A/Canada/578/2004 vs A/HongKong/2874/2004,A/Canada/578/2004,A/HongKong/2874/2004,1,193,1,2,clean-single-driver
H3N2,A/Canada/578/2004 vs A/Nagasaki/52/2003,A/Canada/578/2004,A/Nagasaki/52/2003,1,193,1,1,clean-single-driver
H3N2,A/Canada/578/2004 vs A/Oklahoma/8/2004,A/Canada/578/2004,A/Oklahoma/8/2004,1,189,1,1,clean-single-driver
H3N2,A/Canada/578/2004 vs A/Panama/2007/1999,A/Canada/578/2004,A/Panama/2007/1999,1,189,1,2,clean-single-driver
H3N2,A/Canada/578/2004 vs A/Peru/1296/2004,A/Canada/578/2004,A/Peru/1296/2004,1,189,1,1,clean-single-driver
H3N2,A/Canada/578/2004 vs A/Singapore/36/2004,A/Canada/578/2004,A/Singapore/36/2004,1,157,1,2,clean-single-driver
H3N2,A/Canada/578/2004 vs A/Tokyo/1035/2004,A/Canada/578/2004,A/Tokyo/1035/2004,1,193,1,1,clean-single-driver
H3N2,A/Canada/578/2004 vs A/Wellington/1/2004,A/Canada/578/2004,A/Wellington/1/2004,1,193,1,2,clean-single-driver
H3N2,A/Canada/578/2004 vs A/Wisconsin/19/2004,A/Canada/578/2004,A/Wisconsin/19/2004,1,278,1,1,clean-single-driver
H3N2,A/Canada/578/2004 vs A/Wyoming/3/2003,A/Canada/578/2004,A/Wyoming/3/2003,1,189,1,4,clean-single-driver
H3N2,A/Cheonnam/432/2002 vs A/ChristChurch/28/2003,A/Cheonnam/432/2002,A/ChristChurch/28/2003,1,190,1,1,clean-single-driver
H3N2,A/ChristChurch/2/1988 vs A/Netherlands/330/1985,A/ChristChurch/2/1988,A/Netherlands/330/1985,1,133,1,1,clean-single-driver
H3N2,A/ChristChurch/2/1988 vs A/Texas/1/1977,A/ChristChurch/2/1988,A/Texas/1/1977,1,11,1,1,clean-single-driver
H3N2,A/ChristChurch/2/1988 vs A/Wellington/4/1985,A/ChristChurch/2/1988,A/Wellington/4/1985,1,133,1,1,clean-single-driver
H3N2,A/ChristChurch/28/2003 vs A/Auckland/6/2003,A/ChristChurch/28/2003,A/Auckland/6/2003,1,190,1,1,clean-single-driver
H3N2,A/ChristChurch/28/2003 vs A/Fujian/411/2002,A/ChristChurch/28/2003,A/Fujian/411/2002,1,190,1,5,clean-single-driver
H3N2,A/ChristChurch/28/2003 vs A/Kumamoto/102/2002,A/ChristChurch/28/2003,A/Kumamoto/102/2002,1,190,1,8,clean-single-driver
H3N2,A/ChristChurch/28/2003 vs A/Moscow/10/1999,A/ChristChurch/28/2003,A/Moscow/10/1999,1,190,1,2,clean-single-driver
H3N2,A/ChristChurch/28/2003 vs A/Panama/2007/1999,A/ChristChurch/28/2003,A/Panama/2007/1999,1,190,1,3,clean-single-driver
H3N2,A/ChristChurch/28/2003 vs A/Philippines/472/2002,A/ChristChurch/28/2003,A/Philippines/472/2002,1,190,1,1,clean-single-driver
H3N2,A/ChristChurch/28/2003 vs A/Philippines/825/2003,A/ChristChurch/28/2003,A/Philippines/825/2003,1,190,1,1,clean-single-driver
H3N2,A/ChristChurch/28/2003 vs A/Sydney/5/1997,A/ChristChurch/28/2003,A/Sydney/5/1997,1,190,1,3,clean-single-driver
H3N2,A/ChristChurch/28/2003 vs A/Texas/40/2003,A/ChristChurch/28/2003,A/Texas/40/2003,1,190,1,1,clean-single-driver
H3N2,A/ChristChurch/28/2003 vs A/Wyoming/3/2003,A/ChristChurch/28/2003,A/Wyoming/3/2003,1,190,1,16,clean-single-driver
H3N2,A/Colorado/2/1986 vs A/Netherlands/209/1980,A/Colorado/2/1986,A/Netherlands/209/1980,1,11,1,1,clean-single-driver
H3N2,A/Colorado/2/1986 vs A/Netherlands/241/1982,A/Colorado/2/1986,A/Netherlands/241/1982,1,11,1,1,clean-single-driver
H3N2,A/Colorado/2/1986 vs A/Netherlands/450/1988,A/Colorado/2/1986,A/Netherlands/450/1988,1,189,1,1,clean-single-driver
H3N2,A/Colorado/2/1986 vs A/Philippines/2/1982,A/Colorado/2/1986,A/Philippines/2/1982,1,11,1,1,clean-single-driver
H3N2,A/Colorado/2/1986 vs A/Rotterdam/577/1980,A/Colorado/2/1986,A/Rotterdam/577/1980,1,11,1,1,clean-single-driver
H3N2,A/Colorado/2/1986 vs A/Sichuan/2/1987,A/Colorado/2/1986,A/Sichuan/2/1987,1,189,1,1,clean-single-driver
H3N2,A/Colorado/2/1986 vs A/Victoria/7/1987,A/Colorado/2/1986,A/Victoria/7/1987,1,189,1,1,clean-single-driver
H3N2,A/Daejeon/390/2002 vs A/ChristChurch/28/2003,A/Daejeon/390/2002,A/ChristChurch/28/2003,1,190,1,1,clean-single-driver
H3N2,A/Eindhoven/3447/1989 vs A/Netherlands/620/1989,A/Eindhoven/3447/1989,A/Netherlands/620/1989,1,133,1,1,clean-single-driver
H3N2,A/Eindhoven/3447/1989 vs A/Shanghai/11/1987,A/Eindhoven/3447/1989,A/Shanghai/11/1987,1,133,1,1,clean-single-driver
H3N2,A/Eindhoven/3447/1989 vs A/Sichuan/2/1987,A/Eindhoven/3447/1989,A/Sichuan/2/1987,1,133,1,1,clean-single-driver
H3N2,A/England/138/1989 vs A/Beijing/353/1989,A/England/138/1989,A/Beijing/353/1989,1,193,1,1,clean-single-driver
H3N2,A/England/138/1989 vs A/Colorado/2/1986,A/England/138/1989,A/Colorado/2/1986,1,189,1,1,clean-single-driver
H3N2,A/England/138/1989 vs A/Netherlands/330/1985,A/England/138/1989,A/Netherlands/330/1985,1,189,1,1,clean-single-driver
H3N2,A/England/138/1989 vs A/Victoria/2/1990,A/England/138/1989,A/Victoria/2/1990,1,193,1,1,clean-single-driver
H3N2,A/England/138/1989 vs A/Wellington/4/1985,A/England/138/1989,A/Wellington/4/1985,1,189,1,1,clean-single-driver
H3N2,A/England/392/2008 vs A/Uruguay/716/2007,A/England/392/2008,A/Uruguay/716/2007,1,158,1,1,clean-single-driver
H3N2,A/England/392/2008 vs A/Wisconsin/3/2007,A/England/392/2008,A/Wisconsin/3/2007,1,158,1,1,clean-single-driver
H3N2,A/England/392/2008 vs A/Wisconsin/67/2005,A/England/392/2008,A/Wisconsin/67/2005,1,158,1,1,clean-single-driver
H3N2,A/England/394/2008 vs A/Brisbane/24/2008,A/England/394/2008,A/Brisbane/24/2008,1,158,1,2,clean-single-driver
H3N2,A/England/394/2008 vs A/Uruguay/716/2007,A/England/394/2008,A/Uruguay/716/2007,1,158,1,3,clean-single-driver
H3N2,A/England/394/2008 vs A/Wisconsin/3/2007,A/England/394/2008,A/Wisconsin/3/2007,1,158,1,3,clean-single-driver
H3N2,A/England/394/2008 vs A/Wisconsin/67/2005,A/England/394/2008,A/Wisconsin/67/2005,1,158,1,3,clean-single-driver
H3N2,A/England/42/1972 vs A/PortChalmers/1/1973,A/England/42/1972,A/PortChalmers/1/1973,1,193,1,1,clean-single-driver
H3N2,A/England/427/1988 vs A/Netherlands/330/1985,A/England/427/1988,A/Netherlands/330/1985,1,189,1,1,clean-single-driver
H3N2,A/England/427/1988 vs A/Wellington/4/1985,A/England/427/1988,A/Wellington/4/1985,1,189,1,1,clean-single-driver
H3N2,A/England/669/2008 vs A/Brisbane/10/2007,A/England/669/2008,A/Brisbane/10/2007,1,190,1,1,clean-single-driver
H3N2,A/England/669/2008 vs A/England/394/2008,A/England/669/2008,A/England/394/2008,1,158,1,1,clean-single-driver
H3N2,A/England/687/2008 vs A/Brisbane/10/2007,A/England/687/2008,A/Brisbane/10/2007,1,190,1,1,clean-single-driver
H3N2,A/England/687/2008 vs A/England/394/2008,A/England/687/2008,A/England/394/2008,1,158,1,1,clean-single-driver
H3N2,A/England/7/1994 vs A/Finland/338/1995,A/England/7/1994,A/Finland/338/1995,1,278,1,1,clean-single-driver
H3N2,A/England/7/1994 vs A/Lyon/2279/1995,A/England/7/1994,A/Lyon/2279/1995,1,278,1,1,clean-single-driver
H3N2,A/Finland/338/1995 vs A/Madrid/G252/1993,A/Finland/338/1995,A/Madrid/G252/1993,1,278,1,1,clean-single-driver
H3N2,A/Finland/338/1995 vs A/Nanchang/933/1995,A/Finland/338/1995,A/Nanchang/933/1995,1,190,1,1,clean-single-driver
H3N2,A/Finland/338/1995 vs A/Netherlands/18/1994,A/Finland/338/1995,A/Netherlands/18/1994,1,278,1,1,clean-single-driver
H3N2,A/Finland/338/1995 vs A/Shandong/9/1993,A/Finland/338/1995,A/Shandong/9/1993,1,278,1,1,clean-single-driver
H3N2,A/Finland/339/1995 vs A/Netherlands/18/1994,A/Finland/339/1995,A/Netherlands/18/1994,1,278,1,1,clean-single-driver
H3N2,A/Finland/339/1995 vs A/Shandong/9/1993,A/Finland/339/1995,A/Shandong/9/1993,1,278,1,1,clean-single-driver
H3N2,A/Finland/381/1995 vs A/Guangdong/25/1993,A/Finland/381/1995,A/Guangdong/25/1993,1,278,1,1,clean-single-driver
H3N2,A/Finland/381/1995 vs A/Nanchang/933/1995,A/Finland/381/1995,A/Nanchang/933/1995,1,190,1,1,clean-single-driver
H3N2,A/Finland/381/1995 vs A/Netherlands/18/1994,A/Finland/381/1995,A/Netherlands/18/1994,1,278,1,1,clean-single-driver
H3N2,A/Finland/381/1995 vs A/Shandong/9/1993,A/Finland/381/1995,A/Shandong/9/1993,1,278,1,1,clean-single-driver
H3N2,A/Finland/9/2008 vs A/Brisbane/10/2007,A/Finland/9/2008,A/Brisbane/10/2007,1,190,1,3,clean-single-driver
H3N2,A/Finland/9/2008 vs A/Nepal/921/2006,A/Finland/9/2008,A/Nepal/921/2006,1,157,1,1,clean-single-driver
H3N2,A/Finland/9/2008 vs A/Serres/77/2007,A/Finland/9/2008,A/Serres/77/2007,1,157,1,1,clean-single-driver
H3N2,A/Fujian/411/2002 vs A/Brisbane/3/2005,A/Fujian/411/2002,A/Brisbane/3/2005,1,189,1,1,clean-single-driver
H3N2,A/Fujian/411/2002 vs A/California/7/2004,A/Fujian/411/2002,A/California/7/2004,1,189,1,2,clean-single-driver
H3N2,A/Fujian/411/2002 vs A/Canada/578/2004,A/Fujian/411/2002,A/Canada/578/2004,1,189,1,1,clean-single-driver
H3N2,A/Fujian/411/2002 vs A/ChristChurch/28/2003,A/Fujian/411/2002,A/ChristChurch/28/2003,1,190,1,2,clean-single-driver
H3N2,A/Fujian/411/2002 vs A/Fujian/445/2003,A/Fujian/411/2002,A/Fujian/445/2003,1,193,1,2,clean-single-driver
H3N2,A/Fujian/411/2002 vs A/Malaysia/1/2004,A/Fujian/411/2002,A/Malaysia/1/2004,1,189,1,12,clean-single-driver
H3N2,A/Fujian/411/2002 vs A/Singapore/37/2004,A/Fujian/411/2002,A/Singapore/37/2004,1,189,1,2,clean-single-driver
H3N2,A/Fujian/411/2002 vs A/Taiwan/1529/2003,A/Fujian/411/2002,A/Taiwan/1529/2003,1,193,1,2,clean-single-driver
H3N2,A/Fujian/411/2002 vs A/Victoria/500/2004,A/Fujian/411/2002,A/Victoria/500/2004,1,190,1,2,clean-single-driver
H3N2,A/Fujian/411/2002 vs A/Victoria/523/2004,A/Fujian/411/2002,A/Victoria/523/2004,1,189,1,1,clean-single-driver
H3N2,A/Fujian/445/2003 vs A/Fujian/411/2002,A/Fujian/445/2003,A/Fujian/411/2002,1,193,1,4,clean-single-driver
H3N2,A/Fujian/445/2003 vs A/Kumamoto/102/2002,A/Fujian/445/2003,A/Kumamoto/102/2002,1,193,1,2,clean-single-driver
H3N2,A/Fujian/445/2003 vs A/Louisiana/4/2003,A/Fujian/445/2003,A/Louisiana/4/2003,1,193,1,1,clean-single-driver
H3N2,A/Fujian/445/2003 vs A/Moscow/10/1999,A/Fujian/445/2003,A/Moscow/10/1999,1,193,1,1,clean-single-driver
H3N2,A/Fujian/445/2003 vs A/Oklahoma/8/2004,A/Fujian/445/2003,A/Oklahoma/8/2004,1,193,1,1,clean-single-driver
H3N2,A/Fujian/445/2003 vs A/Panama/2007/1999,A/Fujian/445/2003,A/Panama/2007/1999,1,193,1,1,clean-single-driver
H3N2,A/Fujian/445/2003 vs A/Shanghai/369/2003,A/Fujian/445/2003,A/Shanghai/369/2003,1,189,1,2,clean-single-driver
H3N2,A/Fujian/445/2003 vs A/Texas/40/2003,A/Fujian/445/2003,A/Texas/40/2003,1,193,1,1,clean-single-driver
H3N2,A/Fujian/445/2003 vs A/Wyoming/3/2003,A/Fujian/445/2003,A/Wyoming/3/2003,1,193,1,5,clean-single-driver
H3N2,A/Geneva/3958/1996 vs A/Guangdong/25/1993,A/Geneva/3958/1996,A/Guangdong/25/1993,1,278,1,1,clean-single-driver
H3N2,A/Geneva/3958/1996 vs A/Nanchang/933/1995,A/Geneva/3958/1996,A/Nanchang/933/1995,1,190,1,1,clean-single-driver
H3N2,A/Geneva/3958/1996 vs A/Netherlands/18/1994,A/Geneva/3958/1996,A/Netherlands/18/1994,1,278,1,1,clean-single-driver
H3N2,A/Geneva/3958/1996 vs A/Shandong/9/1993,A/Geneva/3958/1996,A/Shandong/9/1993,1,278,1,1,clean-single-driver
H3N2,A/Geneva/5007/1989 vs A/Colorado/2/1986,A/Geneva/5007/1989,A/Colorado/2/1986,1,189,1,1,clean-single-driver
H3N2,A/Geneva/5007/1989 vs A/Netherlands/330/1985,A/Geneva/5007/1989,A/Netherlands/330/1985,1,189,1,1,clean-single-driver
H3N2,A/Geneva/5007/1989 vs A/Wellington/4/1985,A/Geneva/5007/1989,A/Wellington/4/1985,1,189,1,1,clean-single-driver
H3N2,A/Geneva/AI9509/1995 vs A/Madrid/G252/1993,A/Geneva/AI9509/1995,A/Madrid/G252/1993,1,278,1,1,clean-single-driver
H3N2,A/Geneva/AI9509/1995 vs A/Nanchang/933/1995,A/Geneva/AI9509/1995,A/Nanchang/933/1995,1,190,1,1,clean-single-driver
H3N2,A/Geneva/AI9509/1995 vs A/Netherlands/18/1994,A/Geneva/AI9509/1995,A/Netherlands/18/1994,1,278,1,1,clean-single-driver
H3N2,A/Geneva/AI9509/1995 vs A/Shandong/9/1993,A/Geneva/AI9509/1995,A/Shandong/9/1993,1,278,1,1,clean-single-driver
H3N2,A/Guangdong/25/1993 vs A/Finland/338/1995,A/Guangdong/25/1993,A/Finland/338/1995,1,278,1,1,clean-single-driver
H3N2,A/Guangdong/25/1993 vs A/Lyon/2279/1995,A/Guangdong/25/1993,A/Lyon/2279/1995,1,278,1,1,clean-single-driver
H3N2,A/Guangdong/25/1993 vs A/Netherlands/1/1995,A/Guangdong/25/1993,A/Netherlands/1/1995,1,158,1,1,clean-single-driver
H3N2,A/Guangdong/25/1993 vs A/Singapore/1/1996,A/Guangdong/25/1993,A/Singapore/1/1996,1,278,1,1,clean-single-driver
H3N2,A/Guildford/V728/1985 vs A/Philippines/2/1982,A/Guildford/V728/1985,A/Philippines/2/1982,1,11,1,1,clean-single-driver
H3N2,A/Gunma/16/2005 vs A/Brisbane/3/2005,A/Gunma/16/2005,A/Brisbane/3/2005,1,189,1,1,clean-single-driver
H3N2,A/Gunma/16/2005 vs A/California/7/2004,A/Gunma/16/2005,A/California/7/2004,1,189,1,2,clean-single-driver
H3N2,A/Gunma/16/2005 vs A/Kitakyushu/5/2006,A/Gunma/16/2005,A/Kitakyushu/5/2006,1,189,1,1,clean-single-driver
H3N2,A/Gunma/16/2005 vs A/Malaysia/1/2004,A/Gunma/16/2005,A/Malaysia/1/2004,1,189,1,1,clean-single-driver
H3N2,A/Gunma/16/2005 vs A/Singapore/37/2004,A/Gunma/16/2005,A/Singapore/37/2004,1,189,1,3,clean-single-driver
H3N2,A/Gunma/16/2005 vs A/Victoria/500/2004,A/Gunma/16/2005,A/Victoria/500/2004,1,190,1,1,clean-single-driver
H3N2,A/Gunma/16/2005 vs A/Victoria/523/2004,A/Gunma/16/2005,A/Victoria/523/2004,1,189,1,1,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/Aomori/43/2004,A/Hiroshima/39/2004,A/Aomori/43/2004,1,193,1,1,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/Fujian/411/2002,A/Hiroshima/39/2004,A/Fujian/411/2002,1,189,1,1,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/HongKong/1186/2003,A/Hiroshima/39/2004,A/HongKong/1186/2003,1,193,1,1,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/HongKong/1550/2002,A/Hiroshima/39/2004,A/HongKong/1550/2002,1,189,1,1,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/Ishikawa/102/2002,A/Hiroshima/39/2004,A/Ishikawa/102/2002,1,189,1,1,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/Kumamoto/102/2002,A/Hiroshima/39/2004,A/Kumamoto/102/2002,1,189,1,1,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/Moscow/10/1999,A/Hiroshima/39/2004,A/Moscow/10/1999,1,189,1,1,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/Nagasaki/52/2003,A/Hiroshima/39/2004,A/Nagasaki/52/2003,1,193,1,1,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/Oklahoma/8/2004,A/Hiroshima/39/2004,A/Oklahoma/8/2004,1,189,1,1,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/Panama/2007/1999,A/Hiroshima/39/2004,A/Panama/2007/1999,1,189,1,2,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/Peru/1296/2004,A/Hiroshima/39/2004,A/Peru/1296/2004,1,189,1,1,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/Santiago/6416/2001,A/Hiroshima/39/2004,A/Santiago/6416/2001,1,193,1,1,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/Texas/40/2003,A/Hiroshima/39/2004,A/Texas/40/2003,1,189,1,1,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/Tokyo/1035/2004,A/Hiroshima/39/2004,A/Tokyo/1035/2004,1,193,1,1,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/Wellington/1/2004,A/Hiroshima/39/2004,A/Wellington/1/2004,1,193,1,2,clean-single-driver
H3N2,A/Hiroshima/39/2004 vs A/Wyoming/3/2003,A/Hiroshima/39/2004,A/Wyoming/3/2003,1,189,1,7,clean-single-driver
H3N2,A/Hiroshima/52/2005 vs A/Brazil/1742/2005,A/Hiroshima/52/2005,A/Brazil/1742/2005,1,193,1,1,clean-single-driver
H3N2,A/Hiroshima/52/2005 vs A/Brisbane/3/2005,A/Hiroshima/52/2005,A/Brisbane/3/2005,1,193,1,1,clean-single-driver
H3N2,A/Hiroshima/52/2005 vs A/California/7/2004,A/Hiroshima/52/2005,A/California/7/2004,1,193,1,6,clean-single-driver
H3N2,A/Hiroshima/52/2005 vs A/Kentucky/3/2006,A/Hiroshima/52/2005,A/Kentucky/3/2006,1,157,1,2,clean-single-driver
H3N2,A/Hiroshima/52/2005 vs A/Kitakyushu/5/2006,A/Hiroshima/52/2005,A/Kitakyushu/5/2006,1,193,1,1,clean-single-driver
H3N2,A/Hiroshima/52/2005 vs A/Mississippi/5/2004,A/Hiroshima/52/2005,A/Mississippi/5/2004,1,193,1,2,clean-single-driver
H3N2,A/Hiroshima/52/2005 vs A/Nepal/921/2006,A/Hiroshima/52/2005,A/Nepal/921/2006,1,157,1,2,clean-single-driver
H3N2,A/Hiroshima/52/2005 vs A/NewYork/55/2004,A/Hiroshima/52/2005,A/NewYork/55/2004,1,193,1,9,clean-single-driver
H3N2,A/Hiroshima/52/2005 vs A/Singapore/37/2004,A/Hiroshima/52/2005,A/Singapore/37/2004,1,193,1,1,clean-single-driver
H3N2,A/Hiroshima/52/2005 vs A/Ukraine/13/2006,A/Hiroshima/52/2005,A/Ukraine/13/2006,1,193,1,2,clean-single-driver
H3N2,A/Hiroshima/52/2005 vs A/Victoria/523/2004,A/Hiroshima/52/2005,A/Victoria/523/2004,1,193,1,1,clean-single-driver
H3N2,A/Hiroshima/52/2005 vs A/Wellington/1/2004,A/Hiroshima/52/2005,A/Wellington/1/2004,1,193,1,2,clean-single-driver
H3N2,A/HongKong/1/1968 vs A/PortChalmers/1/1973,A/HongKong/1/1968,A/PortChalmers/1/1973,1,193,1,1,clean-single-driver
H3N2,A/HongKong/1/1989 vs A/Beijing/353/1989,A/HongKong/1/1989,A/Beijing/353/1989,1,193,1,1,clean-single-driver
H3N2,A/HongKong/1/1989 vs A/Colorado/2/1986,A/HongKong/1/1989,A/Colorado/2/1986,1,189,1,1,clean-single-driver
H3N2,A/HongKong/1/1989 vs A/Netherlands/330/1985,A/HongKong/1/1989,A/Netherlands/330/1985,1,189,1,1,clean-single-driver
H3N2,A/HongKong/1/1989 vs A/Victoria/2/1990,A/HongKong/1/1989,A/Victoria/2/1990,1,193,1,1,clean-single-driver
H3N2,A/HongKong/1/1989 vs A/Wellington/4/1985,A/HongKong/1/1989,A/Wellington/4/1985,1,189,1,1,clean-single-driver
H3N2,A/HongKong/1/1994 vs A/Finland/338/1995,A/HongKong/1/1994,A/Finland/338/1995,1,278,1,1,clean-single-driver
H3N2,A/HongKong/1/1994 vs A/Lyon/2279/1995,A/HongKong/1/1994,A/Lyon/2279/1995,1,278,1,1,clean-single-driver
H3N2,A/HongKong/1/1997 vs A/Guangdong/25/1993,A/HongKong/1/1997,A/Guangdong/25/1993,1,278,1,1,clean-single-driver
H3N2,A/HongKong/1/1997 vs A/Nanchang/933/1995,A/HongKong/1/1997,A/Nanchang/933/1995,1,190,1,1,clean-single-driver
H3N2,A/HongKong/1/1997 vs A/Netherlands/18/1994,A/HongKong/1/1997,A/Netherlands/18/1994,1,278,1,1,clean-single-driver
H3N2,A/HongKong/1/1997 vs A/Shandong/9/1993,A/HongKong/1/1997,A/Shandong/9/1993,1,278,1,1,clean-single-driver
H3N2,A/HongKong/107/1971 vs A/PortChalmers/1/1973,A/HongKong/107/1971,A/PortChalmers/1/1973,1,193,1,1,clean-single-driver
H3N2,A/HongKong/2/1994 vs A/Finland/338/1995,A/HongKong/2/1994,A/Finland/338/1995,1,278,1,1,clean-single-driver
H3N2,A/HongKong/2/1994 vs A/Lyon/2279/1995,A/HongKong/2/1994,A/Lyon/2279/1995,1,278,1,1,clean-single-driver
H3N2,A/HongKong/20/1996 vs A/Auckland/10/1997,A/HongKong/20/1996,A/Auckland/10/1997,1,158,1,1,clean-single-driver
H3N2,A/HongKong/20/1996 vs A/Brisbane/8/1996,A/HongKong/20/1996,A/Brisbane/8/1996,1,133,1,1,clean-single-driver
H3N2,A/HongKong/20/1996 vs A/Finland/338/1995,A/HongKong/20/1996,A/Finland/338/1995,1,133,1,1,clean-single-driver
H3N2,A/HongKong/20/1996 vs A/Geneva/AI9509/1995,A/HongKong/20/1996,A/Geneva/AI9509/1995,1,133,1,1,clean-single-driver
H3N2,A/HongKong/20/1996 vs A/Lyon/2279/1995,A/HongKong/20/1996,A/Lyon/2279/1995,1,133,1,1,clean-single-driver
H3N2,A/HongKong/20/1996 vs A/Netherlands/5/1998,A/HongKong/20/1996,A/Netherlands/5/1998,1,133,1,1,clean-single-driver
H3N2,A/HongKong/20/1996 vs A/Singapore/1/1996,A/HongKong/20/1996,A/Singapore/1/1996,1,133,1,1,clean-single-driver
H3N2,A/HongKong/20/1996 vs A/Sydney/5/1997,A/HongKong/20/1996,A/Sydney/5/1997,1,158,1,1,clean-single-driver
H3N2,A/HongKong/218/2006 vs A/Brazil/1742/2005,A/HongKong/218/2006,A/Brazil/1742/2005,1,193,1,2,clean-single-driver
H3N2,A/HongKong/218/2006 vs A/California/7/2004,A/HongKong/218/2006,A/California/7/2004,1,193,1,2,clean-single-driver
H3N2,A/HongKong/218/2006 vs A/Kentucky/3/2006,A/HongKong/218/2006,A/Kentucky/3/2006,1,157,1,3,clean-single-driver
H3N2,A/HongKong/218/2006 vs A/NewYork/55/2004,A/HongKong/218/2006,A/NewYork/55/2004,1,193,1,4,clean-single-driver
H3N2,A/HongKong/218/2006 vs A/Ukraine/13/2006,A/HongKong/218/2006,A/Ukraine/13/2006,1,193,1,3,clean-single-driver
H3N2,A/HongKong/2831/2005 vs A/Brazil/1742/2005,A/HongKong/2831/2005,A/Brazil/1742/2005,1,193,1,2,clean-single-driver
H3N2,A/HongKong/2831/2005 vs A/California/7/2004,A/HongKong/2831/2005,A/California/7/2004,1,193,1,6,clean-single-driver
H3N2,A/HongKong/2831/2005 vs A/Kentucky/3/2006,A/HongKong/2831/2005,A/Kentucky/3/2006,1,157,1,2,clean-single-driver
H3N2,A/HongKong/2831/2005 vs A/Mississippi/5/2004,A/HongKong/2831/2005,A/Mississippi/5/2004,1,193,1,3,clean-single-driver
H3N2,A/HongKong/2831/2005 vs A/Nepal/921/2006,A/HongKong/2831/2005,A/Nepal/921/2006,1,157,1,1,clean-single-driver
H3N2,A/HongKong/2831/2005 vs A/NewYork/55/2004,A/HongKong/2831/2005,A/NewYork/55/2004,1,193,1,5,clean-single-driver
